MSW3_ID,Genus,Species,MSWFamilyLatin
4129,Desmodus,rotundus,Phyllostomidae
4130,Diaemus,youngi,Phyllostomidae
4131,Diphylla,ecaudata,Phyllostomidae
4132,Brachyphylla,cavernarum,Phyllostomidae
4133,Brachyphylla,nana,Phyllostomidae
4134,Erophylla,sezekorni,Phyllostomidae
4135,Erophylla,bombifrons,Phyllostomidae
4136,Phyllonycteris,poeyi,Phyllostomidae
4137,Phyllonycteris,major,Phyllostomidae
4138,Phyllonycteris,aphylla,Phyllostomidae
4139,Anoura,cultrata,Phyllostomidae
4140,Anoura,geoffroyi,Phyllostomidae
4141,Anoura,latidens,Phyllostomidae
4142,Anoura,luismanueli,Phyllostomidae
4143,Anoura,caudifer,Phyllostomidae
4144,Choeroniscus,godmani,Phyllostomidae
4145,Choeroniscus,minor,Phyllostomidae
4146,Choeroniscus,periosus,Phyllostomidae
4147,Choeronycteris,mexicana,Phyllostomidae
4148,Glossophaga,longirostris,Phyllostomidae
4149,Glossophaga,leachii,Phyllostomidae
4150,Glossophaga,morenoi,Phyllostomidae
4151,Glossophaga,soricina,Phyllostomidae
4152,Glossophaga,commissarisi,Phyllostomidae
4153,Hylonycteris,underwoodi,Phyllostomidae
4154,Leptonycteris,yerbabuenae,Phyllostomidae
4155,Leptonycteris,nivalis,Phyllostomidae
4156,Leptonycteris,curasoae,Phyllostomidae
4157,Lichonycteris,obscura,Phyllostomidae
4158,Monophyllus,redmani,Phyllostomidae
4159,Monophyllus,plethodon,Phyllostomidae
4160,Musonycteris,harrisoni,Phyllostomidae
4161,Scleronycteris,ega,Phyllostomidae
4162,Lionycteris,spurrelli,Phyllostomidae
4163,Lonchophylla,mordax,Phyllostomidae
4164,Lonchophylla,bokermanni,Phyllostomidae
4165,Lonchophylla,dekeyseri,Phyllostomidae
4166,Lonchophylla,handleyi,Phyllostomidae
4167,Lonchophylla,hesperia,Phyllostomidae
4168,Lonchophylla,thomasi,Phyllostomidae
4169,Lonchophylla,robusta,Phyllostomidae
4170,Platalina,genovensium,Phyllostomidae
4171,Carollia,brevicauda,Phyllostomidae
4172,Carollia,castanea,Phyllostomidae
4173,Carollia,colombiana,Phyllostomidae
4174,Carollia,perspicillata,Phyllostomidae
4175,Carollia,subrufa,Phyllostomidae
4176,Carollia,sowelli,Phyllostomidae
4177,Rhinophylla,alethina,Phyllostomidae
4178,Rhinophylla,fischerae,Phyllostomidae
4179,Rhinophylla,pumilio,Phyllostomidae
4180,Craseonycteris,thonglongyai,Craseonycteridae
4181,Saccolaimus,flaviventris,Emballonuridae
4182,Saccolaimus,mixtus,Emballonuridae
4183,Saccolaimus,peli,Emballonuridae
4184,Saccolaimus,saccolaimus,Emballonuridae
4185,Taphozous,perforatus,Emballonuridae
4186,Taphozous,melanopogon,Emballonuridae
4187,Taphozous,achates,Emballonuridae
4188,Taphozous,australis,Emballonuridae
4189,Taphozous,georgianus,Emballonuridae
4190,Taphozous,hildegardeae,Emballonuridae
4191,Taphozous,hilli,Emballonuridae
4192,Taphozous,kapalgensis,Emballonuridae
4193,Taphozous,longimanus,Emballonuridae
4194,Taphozous,theobaldi,Emballonuridae
4195,Taphozous,mauritianus,Emballonuridae
4196,Taphozous,troughtoni,Emballonuridae
4197,Taphozous,hamiltoni,Emballonuridae
4198,Taphozous,nudiventris,Emballonuridae
4199,Balantiopteryx,infusca,Emballonuridae
4200,Balantiopteryx,io,Emballonuridae
4201,Balantiopteryx,plicata,Emballonuridae
4202,Centronycteris,centralis,Emballonuridae
4203,Centronycteris,maximiliani,Emballonuridae
4204,Coleura,afra,Emballonuridae
4205,Coleura,seychellensis,Emballonuridae
4206,Cormura,brevirostris,Emballonuridae
4207,Cyttarops,alecto,Emballonuridae
4208,Diclidurus,albus,Emballonuridae
4209,Diclidurus,ingens,Emballonuridae
4210,Diclidurus,scutatus,Emballonuridae
4211,Diclidurus,isabellus,Emballonuridae
4212,Emballonura,serii,Emballonuridae
4213,Emballonura,alecto,Emballonuridae
4214,Emballonura,atrata,Emballonuridae
4215,Emballonura,beccarii,Emballonuridae
4216,Emballonura,dianae,Emballonuridae
4217,Emballonura,furax,Emballonuridae
4218,Emballonura,monticola,Emballonuridae
4219,Emballonura,semicaudata,Emballonuridae
4220,Emballonura,raffrayana,Emballonuridae
4221,Mosia,nigrescens,Emballonuridae
4222,Peropteryx,kappleri,Emballonuridae
4223,Peropteryx,macrotis,Emballonuridae
4224,Peropteryx,trinitatis,Emballonuridae
4225,Peropteryx,leucoptera,Emballonuridae
4226,Rhynchonycteris,naso,Emballonuridae
4227,Saccopteryx,leptura,Emballonuridae
4228,Saccopteryx,antioquensis,Emballonuridae
4229,Saccopteryx,bilineata,Emballonuridae
4230,Saccopteryx,canescens,Emballonuridae
4231,Saccopteryx,gymnura,Emballonuridae
4232,Nycteris,aurita,Nycteridae
4233,Nycteris,madagascariensis,Nycteridae
4234,Nycteris,grandis,Nycteridae
4235,Nycteris,arge,Nycteridae
4236,Nycteris,gambiensis,Nycteridae
4237,Nycteris,hispida,Nycteridae
4238,Nycteris,intermedia,Nycteridae
4239,Nycteris,macrotis,Nycteridae
4240,Nycteris,major,Nycteridae
4241,Nycteris,nana,Nycteridae
4242,Nycteris,parisii,Nycteridae
4243,Nycteris,thebaica,Nycteridae
4244,Nycteris,tragata,Nycteridae
4245,Nycteris,vinsoni,Nycteridae
4246,Nycteris,woodi,Nycteridae
4247,Nycteris,javanica,Nycteridae
4248,Myzopoda,aurita,Myzopodidae
4249,Mystacina,robusta,Mystacinidae
4250,Mystacina,tuberculata,Mystacinidae
4251,Mops,trevori,Molossidae
4252,Mops,mops,Molossidae
4253,Mops,sarasinorum,Molossidae
4254,Mops,niveiventer,Molossidae
4255,Mops,niangarae,Molossidae
4256,Mops,demonstrator,Molossidae
4257,Mops,congicus,Molossidae
4258,Mops,leucostigma,Molossidae
4259,Mops,midas,Molossidae
4260,Mops,condylurus,Molossidae
4261,Mops,petersoni,Molossidae
4262,Mops,spurrelli,Molossidae
4263,Mops,thersites,Molossidae
4264,Mops,nanulus,Molossidae
4265,Mops,brachypterus,Molossidae
4266,Chaerephon,bemmeleni,Molossidae
4267,Chaerephon,solomonis,Molossidae
4268,Chaerephon,ansorgei,Molossidae
4269,Chaerephon,jobensis,Molossidae
4270,Chaerephon,bivittatus,Molossidae
4271,Chaerephon,bregullae,Molossidae
4272,Chaerephon,chapini,Molossidae
4273,Chaerephon,gallagheri,Molossidae
4274,Chaerephon,leucogaster,Molossidae
4275,Chaerephon,nigeriae,Molossidae
4276,Chaerephon,plicatus,Molossidae
4277,Chaerephon,pumilus,Molossidae
4278,Chaerephon,shortridgei,Molossidae
4279,Chaerephon,tomensis,Molossidae
4280,Chaerephon,aloysiisabaudiae,Molossidae
4281,Chaerephon,johorensis,Molossidae
4282,Chaerephon,russatus,Molossidae
4283,Chaerephon,major,Molossidae
4284,Cheiromeles,torquatus,Molossidae
4285,Cheiromeles,parvidens,Molossidae
4286,Cynomops,abrasus,Molossidae
4287,Cynomops,greenhalli,Molossidae
4288,Cynomops,mexicanus,Molossidae
4289,Cynomops,paranus,Molossidae
4290,Cynomops,planirostris,Molossidae
4291,Eumops,dabbenei,Molossidae
4292,Eumops,bonariensis,Molossidae
4293,Eumops,trumbulli,Molossidae
4294,Eumops,glaucinus,Molossidae
4295,Eumops,hansae,Molossidae
4296,Eumops,maurus,Molossidae
4297,Eumops,patagonicus,Molossidae
4298,Eumops,perotis,Molossidae
4299,Eumops,underwoodi,Molossidae
4300,Eumops,auripendulus,Molossidae
4301,Molossops,temminckii,Molossidae
4302,Molossops,neglectus,Molossidae
4303,Molossops,aequatorianus,Molossidae
4304,Molossops,mattogrossensis,Molossidae
4305,Molossus,currentium,Molossidae
4306,Molossus,sinaloae,Molossidae
4307,Molossus,rufus,Molossidae
4308,Molossus,molossus,Molossidae
4309,Molossus,coibensis,Molossidae
4310,Molossus,barnesi,Molossidae
4311,Molossus,aztecus,Molossidae
4312,Molossus,pretiosus,Molossidae
4313,Mormopterus,jugularis,Molossidae
4314,Mormopterus,phrudus,Molossidae
4315,Mormopterus,norfolkensis,Molossidae
4316,Mormopterus,minutus,Molossidae
4317,Mormopterus,loriae,Molossidae
4318,Mormopterus,kalinowskii,Molossidae
4319,Mormopterus,acetabulosus,Molossidae
4320,Mormopterus,beccarii,Molossidae
4321,Mormopterus,doriae,Molossidae
4322,Mormopterus,planiceps,Molossidae
4323,Myopterus,daubentonii,Molossidae
4324,Myopterus,whitleyi,Molossidae
4325,Nyctinomops,macrotis,Molossidae
4326,Nyctinomops,aurispinosus,Molossidae
4327,Nyctinomops,femorosaccus,Molossidae
4328,Nyctinomops,laticaudatus,Molossidae
4329,Otomops,formosus,Molossidae
4330,Otomops,wroughtoni,Molossidae
4331,Otomops,papuensis,Molossidae
4332,Otomops,martiensseni,Molossidae
4333,Otomops,secundus,Molossidae
4334,Otomops,johnstonei,Molossidae
4335,Otomops,madagascariensis,Molossidae
4336,Platymops,setiger,Molossidae
4337,Promops,centralis,Molossidae
4338,Promops,nasutus,Molossidae
4339,Sauromys,petrophilus,Molossidae
4340,Tadarida,teniotis,Molossidae
4341,Tadarida,ventralis,Molossidae
4342,Tadarida,latouchei,Molossidae
4343,Tadarida,lobata,Molossidae
4344,Tadarida,kuboriensis,Molossidae
4345,Tadarida,aegyptiaca,Molossidae
4346,Tadarida,australis,Molossidae
4347,Tadarida,brasiliensis,Molossidae
4348,Tadarida,fulminans,Molossidae
4349,Tadarida,insignis,Molossidae
4350,Tomopeas,ravus,Molossidae
4351,Eptesicus,furinalis,Vespertilionidae
4352,Eptesicus,dimissus,Vespertilionidae
4353,Eptesicus,fuscus,Vespertilionidae
4354,Eptesicus,diminutus,Vespertilionidae
4355,Eptesicus,chiriquinus,Vespertilionidae
4356,Eptesicus,brasiliensis,Vespertilionidae
4357,Eptesicus,bottae,Vespertilionidae
4358,Eptesicus,matroka,Vespertilionidae
4359,Eptesicus,andinus,Vespertilionidae
4360,Eptesicus,tatei,Vespertilionidae
4361,Eptesicus,japonensis,Vespertilionidae
4362,Eptesicus,nasutus,Vespertilionidae
4363,Eptesicus,nilssonii,Vespertilionidae
4364,Eptesicus,pachyotis,Vespertilionidae
4365,Eptesicus,platyops,Vespertilionidae
4366,Eptesicus,serotinus,Vespertilionidae
4367,Eptesicus,bobrinskoi,Vespertilionidae
4368,Eptesicus,gobiensis,Vespertilionidae
4369,Eptesicus,innoxius,Vespertilionidae
4370,Eptesicus,guadeloupensis,Vespertilionidae
4371,Eptesicus,hottentotus,Vespertilionidae
4372,Eptesicus,kobayashii,Vespertilionidae
4373,Eptesicus,floweri,Vespertilionidae
4374,Arielulus,aureocollaris,Vespertilionidae
4375,Arielulus,torquatus,Vespertilionidae
4376,Arielulus,societatis,Vespertilionidae
4377,Arielulus,circumdatus,Vespertilionidae
4378,Arielulus,cuprosus,Vespertilionidae
4379,Hesperoptenus,doriae,Vespertilionidae
4380,Hesperoptenus,gaskelli,Vespertilionidae
4381,Hesperoptenus,tomesi,Vespertilionidae
4382,Hesperoptenus,tickelli,Vespertilionidae
4383,Hesperoptenus,blanfordi,Vespertilionidae
4384,Scotophilus,dinganii,Vespertilionidae
4385,Scotophilus,robustus,Vespertilionidae
4386,Scotophilus,borbonicus,Vespertilionidae
4387,Scotophilus,heathii,Vespertilionidae
4388,Scotophilus,collinus,Vespertilionidae
4389,Scotophilus,kuhlii,Vespertilionidae
4390,Scotophilus,nux,Vespertilionidae
4391,Scotophilus,nucella,Vespertilionidae
4392,Scotophilus,viridis,Vespertilionidae
4393,Scotophilus,nigrita,Vespertilionidae
4394,Scotophilus,leucogaster,Vespertilionidae
4395,Scotophilus,celebensis,Vespertilionidae
4396,Scotorepens,balstoni,Vespertilionidae
4397,Scotorepens,greyii,Vespertilionidae
4398,Scotorepens,sanborni,Vespertilionidae
4399,Scotorepens,orion,Vespertilionidae
4400,Nycticeinops,schlieffeni,Vespertilionidae
4401,Nycticeius,aenobarbus,Vespertilionidae
4402,Nycticeius,humeralis,Vespertilionidae
4403,Nycticeius,cubanus,Vespertilionidae
4404,Rhogeessa,gracilis,Vespertilionidae
4405,Rhogeessa,tumida,Vespertilionidae
4406,Rhogeessa,parvula,Vespertilionidae
4407,Rhogeessa,mira,Vespertilionidae
4408,Rhogeessa,minutilla,Vespertilionidae
4409,Rhogeessa,hussoni,Vespertilionidae
4410,Rhogeessa,genowaysi,Vespertilionidae
4411,Rhogeessa,aeneus,Vespertilionidae
4412,Rhogeessa,io,Vespertilionidae
4413,Rhogeessa,alleni,Vespertilionidae
4414,Scoteanax,rueppellii,Vespertilionidae
4415,Scotoecus,albofuscus,Vespertilionidae
4416,Scotoecus,hindei,Vespertilionidae
4417,Scotoecus,hirundo,Vespertilionidae
4418,Scotoecus,pallidus,Vespertilionidae
4419,Scotoecus,albigula,Vespertilionidae
4420,Scotomanes,ornatus,Vespertilionidae
4421,Nyctophilus,bifax,Vespertilionidae
4422,Nyctophilus,howensis,Vespertilionidae
4423,Nyctophilus,microdon,Vespertilionidae
4424,Nyctophilus,walkeri,Vespertilionidae
4425,Nyctophilus,heran,Vespertilionidae
4426,Nyctophilus,geoffroyi,Vespertilionidae
4427,Nyctophilus,gouldi,Vespertilionidae
4428,Nyctophilus,timoriensis,Vespertilionidae
4429,Nyctophilus,nebulosus,Vespertilionidae
4430,Nyctophilus,microtis,Vespertilionidae
4431,Nyctophilus,arnhemensis,Vespertilionidae
4432,Pharotis,imogene,Vespertilionidae
4433,Lasiurus,ebenus,Vespertilionidae
4434,Lasiurus,borealis,Vespertilionidae
4435,Lasiurus,blossevillii,Vespertilionidae
4436,Lasiurus,castaneus,Vespertilionidae
4437,Lasiurus,cinereus,Vespertilionidae
4438,Lasiurus,degelidus,Vespertilionidae
4439,Lasiurus,egregius,Vespertilionidae
4440,Lasiurus,varius,Vespertilionidae
4441,Lasiurus,minor,Vespertilionidae
4442,Lasiurus,pfeifferi,Vespertilionidae
4443,Lasiurus,salinae,Vespertilionidae
4444,Lasiurus,seminolus,Vespertilionidae
4445,Lasiurus,atratus,Vespertilionidae
4446,Lasiurus,insularis,Vespertilionidae
4447,Lasiurus,xanthinus,Vespertilionidae
4448,Lasiurus,ega,Vespertilionidae
4449,Lasiurus,intermedius,Vespertilionidae
4450,Pipistrellus,nathusii,Vespertilionidae
4451,Pipistrellus,nanulus,Vespertilionidae
4452,Pipistrellus,maderensis,Vespertilionidae
4453,Pipistrellus,pipistrellus,Vespertilionidae
4454,Pipistrellus,kuhlii,Vespertilionidae
4455,Pipistrellus,minahassae,Vespertilionidae
4456,Pipistrellus,papuanus,Vespertilionidae
4457,Pipistrellus,permixtus,Vespertilionidae
4458,Pipistrellus,javanicus,Vespertilionidae
4459,Pipistrellus,angulatus,Vespertilionidae
4460,Pipistrellus,pygmaeus,Vespertilionidae
4461,Pipistrellus,paterculus,Vespertilionidae
4462,Pipistrellus,inexspectatus,Vespertilionidae
4463,Pipistrellus,hesperus,Vespertilionidae
4464,Pipistrellus,hesperidus,Vespertilionidae
4465,Pipistrellus,endoi,Vespertilionidae
4466,Pipistrellus,deserti,Vespertilionidae
4467,Pipistrellus,coromandra,Vespertilionidae
4468,Pipistrellus,ceylonicus,Vespertilionidae
4469,Pipistrellus,aero,Vespertilionidae
4470,Pipistrellus,adamsi,Vespertilionidae
4471,Pipistrellus,abramus,Vespertilionidae
4472,Pipistrellus,rusticus,Vespertilionidae
4473,Pipistrellus,collinus,Vespertilionidae
4474,Pipistrellus,sturdeei,Vespertilionidae
4475,Pipistrellus,rueppellii,Vespertilionidae
4476,Pipistrellus,stenopterus,Vespertilionidae
4477,Pipistrellus,westralis,Vespertilionidae
4478,Pipistrellus,wattsi,Vespertilionidae
4479,Pipistrellus,tenuis,Vespertilionidae
4480,Pipistrellus,subflavus,Vespertilionidae
4481,Scotozous,dormeri,Vespertilionidae
4482,Glischropus,javanus,Vespertilionidae
4483,Glischropus,tylopus,Vespertilionidae
4484,Nyctalus,lasiopterus,Vespertilionidae
4485,Nyctalus,plancyi,Vespertilionidae
4486,Nyctalus,noctula,Vespertilionidae
4487,Nyctalus,aviator,Vespertilionidae
4488,Nyctalus,leisleri,Vespertilionidae
4489,Nyctalus,furvus,Vespertilionidae
4490,Nyctalus,azoreum,Vespertilionidae
4491,Nyctalus,montanus,Vespertilionidae
4492,Barbastella,barbastellus,Vespertilionidae
4493,Barbastella,leucomelas,Vespertilionidae
4494,Corynorhinus,townsendii,Vespertilionidae
4495,Corynorhinus,rafinesquii,Vespertilionidae
4496,Corynorhinus,mexicanus,Vespertilionidae
4497,Euderma,maculatum,Vespertilionidae
4498,Idionycteris,phyllotis,Vespertilionidae
4499,Otonycteris,hemprichii,Vespertilionidae
4500,Plecotus,teneriffae,Vespertilionidae
4501,Plecotus,austriacus,Vespertilionidae
4502,Plecotus,balensis,Vespertilionidae
4503,Plecotus,auritus,Vespertilionidae
4504,Plecotus,kolombatovici,Vespertilionidae
4505,Plecotus,sardus,Vespertilionidae
4506,Plecotus,taivanus,Vespertilionidae
4507,Plecotus,alpinus,Vespertilionidae
4508,Neoromicia,somalicus,Vespertilionidae
4509,Neoromicia,tenuipinnis,Vespertilionidae
4510,Neoromicia,capensis,Vespertilionidae
4511,Neoromicia,flavescens,Vespertilionidae
4512,Neoromicia,guineensis,Vespertilionidae
4513,Neoromicia,helios,Vespertilionidae
4514,Neoromicia,melckorum,Vespertilionidae
4515,Neoromicia,nanus,Vespertilionidae
4516,Neoromicia,brunneus,Vespertilionidae
4517,Neoromicia,zuluensis,Vespertilionidae
4518,Neoromicia,rendalli,Vespertilionidae
4519,Chalinolobus,dwyeri,Vespertilionidae
4520,Chalinolobus,picatus,Vespertilionidae
4521,Chalinolobus,tuberculatus,Vespertilionidae
4522,Chalinolobus,nigrogriseus,Vespertilionidae
4523,Chalinolobus,neocaledonicus,Vespertilionidae
4524,Chalinolobus,morio,Vespertilionidae
4525,Chalinolobus,gouldii,Vespertilionidae
4526,Eudiscopus,denticulus,Vespertilionidae
4527,Falsistrellus,petersi,Vespertilionidae
4528,Falsistrellus,mordax,Vespertilionidae
4529,Falsistrellus,tasmaniensis,Vespertilionidae
4530,Falsistrellus,affinis,Vespertilionidae
4531,Falsistrellus,mackenziei,Vespertilionidae
4532,Glauconycteris,humeralis,Vespertilionidae
4533,Glauconycteris,alboguttata,Vespertilionidae
4534,Glauconycteris,argentata,Vespertilionidae
4535,Glauconycteris,beatrix,Vespertilionidae
4536,Glauconycteris,curryae,Vespertilionidae
4537,Glauconycteris,gleni,Vespertilionidae
4538,Glauconycteris,kenyacola,Vespertilionidae
4539,Glauconycteris,machadoi,Vespertilionidae
4540,Glauconycteris,poensis,Vespertilionidae
4541,Glauconycteris,superba,Vespertilionidae
4542,Glauconycteris,variegata,Vespertilionidae
4543,Glauconycteris,egeria,Vespertilionidae
4544,Histiotus,velatus,Vespertilionidae
4545,Histiotus,alienus,Vespertilionidae
4546,Histiotus,humboldti,Vespertilionidae
4547,Histiotus,laephotis,Vespertilionidae
4548,Histiotus,magellanicus,Vespertilionidae
4549,Histiotus,macrotus,Vespertilionidae
4550,Histiotus,montanus,Vespertilionidae
4551,Hypsugo,kitcheneri,Vespertilionidae
4552,Hypsugo,bodenheimeri,Vespertilionidae
4553,Hypsugo,vordermanni,Vespertilionidae
4554,Hypsugo,savii,Vespertilionidae
4555,Hypsugo,pulveratus,Vespertilionidae
4556,Hypsugo,musciculus,Vespertilionidae
4557,Hypsugo,alaschanicus,Vespertilionidae
4558,Hypsugo,lophurus,Vespertilionidae
4559,Hypsugo,joffrei,Vespertilionidae
4560,Hypsugo,imbricatus,Vespertilionidae
4561,Hypsugo,eisentrauti,Vespertilionidae
4562,Hypsugo,cadornae,Vespertilionidae
4563,Hypsugo,ariel,Vespertilionidae
4564,Hypsugo,arabicus,Vespertilionidae
4565,Hypsugo,anthonyi,Vespertilionidae
4566,Hypsugo,anchietae,Vespertilionidae
4567,Hypsugo,macrotis,Vespertilionidae
4568,Hypsugo,crassulus,Vespertilionidae
4569,Ia,io,Vespertilionidae
4570,Laephotis,angolensis,Vespertilionidae
4571,Laephotis,botswanae,Vespertilionidae
4572,Laephotis,namibensis,Vespertilionidae
4573,Laephotis,wintoni,Vespertilionidae
4574,Mimetillus,moloneyi,Vespertilionidae
4575,Philetor,brachypterus,Vespertilionidae
4576,Tylonycteris,robustula,Vespertilionidae
4577,Tylonycteris,pachypus,Vespertilionidae
4578,Vespadelus,caurinus,Vespertilionidae
4579,Vespadelus,darlingtoni,Vespertilionidae
4580,Vespadelus,douglasorum,Vespertilionidae
4581,Vespadelus,finlaysoni,Vespertilionidae
4582,Vespadelus,pumilus,Vespertilionidae
4583,Vespadelus,regulus,Vespertilionidae
4584,Vespadelus,troughtoni,Vespertilionidae
4585,Vespadelus,vulturnus,Vespertilionidae
4586,Vespadelus,baverstocki,Vespertilionidae
4587,Vespertilio,murinus,Vespertilionidae
4588,Vespertilio,sinensis,Vespertilionidae
4589,Antrozous,pallidus,Vespertilionidae
4590,Bauerus,dubiaquercus,Vespertilionidae
4591,Cistugo,seabrae,Vespertilionidae
4592,Cistugo,lesueuri,Vespertilionidae
4593,Lasionycteris,noctivagans,Vespertilionidae
4594,Myotis,nigricans,Vespertilionidae
4595,Myotis,nesopolus,Vespertilionidae
4596,Myotis,nattereri,Vespertilionidae
4597,Myotis,mystacinus,Vespertilionidae
4598,Myotis,macropus,Vespertilionidae
4599,Myotis,nipalensis,Vespertilionidae
4600,Myotis,occultus,Vespertilionidae
4601,Myotis,myotis,Vespertilionidae
4602,Myotis,muricola,Vespertilionidae
4603,Myotis,morrisi,Vespertilionidae
4604,Myotis,montivagus,Vespertilionidae
4605,Myotis,moluccarum,Vespertilionidae
4606,Myotis,melanorhinus,Vespertilionidae
4607,Myotis,keenii,Vespertilionidae
4608,Myotis,grisescens,Vespertilionidae
4609,Myotis,hajastanicus,Vespertilionidae
4610,Myotis,hasseltii,Vespertilionidae
4611,Myotis,hermani,Vespertilionidae
4612,Myotis,horsfieldii,Vespertilionidae
4613,Myotis,hosonoi,Vespertilionidae
4614,Myotis,ikonnikovi,Vespertilionidae
4615,Myotis,martiniquensis,Vespertilionidae
4616,Myotis,keaysi,Vespertilionidae
4617,Myotis,macrotarsus,Vespertilionidae
4618,Myotis,laniger,Vespertilionidae
4619,Myotis,leibii,Vespertilionidae
4620,Myotis,levis,Vespertilionidae
4621,Myotis,longipes,Vespertilionidae
4622,Myotis,lucifugus,Vespertilionidae
4623,Myotis,macrodactylus,Vespertilionidae
4624,Myotis,ozensis,Vespertilionidae
4625,Myotis,insularum,Vespertilionidae
4626,Myotis,ridleyi,Vespertilionidae
4627,Myotis,oxygnathus,Vespertilionidae
4628,Myotis,sodalis,Vespertilionidae
4629,Myotis,simus,Vespertilionidae
4630,Myotis,siligorensis,Vespertilionidae
4631,Myotis,pruinosus,Vespertilionidae
4632,Myotis,thysanodes,Vespertilionidae
4633,Myotis,ricketti,Vespertilionidae
4634,Myotis,tricolor,Vespertilionidae
4635,Myotis,riparius,Vespertilionidae
4636,Myotis,sicarius,Vespertilionidae
4637,Myotis,septentrionalis,Vespertilionidae
4638,Myotis,scotti,Vespertilionidae
4639,Myotis,schaubi,Vespertilionidae
4640,Myotis,ruber,Vespertilionidae
4641,Myotis,punicus,Vespertilionidae
4642,Myotis,dominicensis,Vespertilionidae
4643,Myotis,oxyotus,Vespertilionidae
4644,Myotis,rosseti,Vespertilionidae
4645,Myotis,peninsularis,Vespertilionidae
4646,Myotis,pequinius,Vespertilionidae
4647,Myotis,planiceps,Vespertilionidae
4648,Myotis,stalkeri,Vespertilionidae
4649,Myotis,yumanensis,Vespertilionidae
4650,Myotis,oreias,Vespertilionidae
4651,Myotis,yesoensis,Vespertilionidae
4652,Myotis,yanbarensis,Vespertilionidae
4653,Myotis,welwitschii,Vespertilionidae
4654,Myotis,volans,Vespertilionidae
4655,Myotis,vivesi,Vespertilionidae
4656,Myotis,velifer,Vespertilionidae
4657,Myotis,goudoti,Vespertilionidae
4658,Myotis,annectans,Vespertilionidae
4659,Myotis,bombinus,Vespertilionidae
4660,Myotis,bocagii,Vespertilionidae
4661,Myotis,blythii,Vespertilionidae
4662,Myotis,bechsteinii,Vespertilionidae
4663,Myotis,austroriparius,Vespertilionidae
4664,Myotis,australis,Vespertilionidae
4665,Myotis,auriculus,Vespertilionidae
4666,Myotis,brandtii,Vespertilionidae
4667,Myotis,atacamensis,Vespertilionidae
4668,Myotis,albescens,Vespertilionidae
4669,Myotis,annamiticus,Vespertilionidae
4670,Myotis,anjouanensis,Vespertilionidae
4671,Myotis,altarium,Vespertilionidae
4672,Myotis,alcathoe,Vespertilionidae
4673,Myotis,gomantongensis,Vespertilionidae
4674,Myotis,aelleni,Vespertilionidae
4675,Myotis,emarginatus,Vespertilionidae
4676,Myotis,abei,Vespertilionidae
4677,Myotis,ater,Vespertilionidae
4678,Myotis,evotis,Vespertilionidae
4679,Myotis,bucharensis,Vespertilionidae
4680,Myotis,frater,Vespertilionidae
4681,Myotis,fortidens,Vespertilionidae
4682,Myotis,formosus,Vespertilionidae
4683,Myotis,findleyi,Vespertilionidae
4684,Myotis,adversus,Vespertilionidae
4685,Myotis,fimbriatus,Vespertilionidae
4686,Myotis,elegans,Vespertilionidae
4687,Myotis,davidii,Vespertilionidae
4688,Myotis,chiloensis,Vespertilionidae
4689,Myotis,californicus,Vespertilionidae
4690,Myotis,capaccinii,Vespertilionidae
4691,Myotis,daubentonii,Vespertilionidae
4692,Myotis,chinensis,Vespertilionidae
4693,Myotis,ciliolabrum,Vespertilionidae
4694,Myotis,cobanensis,Vespertilionidae
4695,Myotis,csorbai,Vespertilionidae
4696,Myotis,dasycneme,Vespertilionidae
4697,Miniopterus,shortridgei,Vespertilionidae
4698,Miniopterus,majori,Vespertilionidae
4699,Miniopterus,inflatus,Vespertilionidae
4700,Miniopterus,gleni,Vespertilionidae
4701,Miniopterus,fuscus,Vespertilionidae
4702,Miniopterus,fraterculus,Vespertilionidae
4703,Miniopterus,australis,Vespertilionidae
4704,Miniopterus,manavi,Vespertilionidae
4705,Miniopterus,africanus,Vespertilionidae
4706,Miniopterus,magnater,Vespertilionidae
4707,Miniopterus,medius,Vespertilionidae
4708,Miniopterus,minor,Vespertilionidae
4709,Miniopterus,natalensis,Vespertilionidae
4710,Miniopterus,paululus,Vespertilionidae
4711,Miniopterus,pusillus,Vespertilionidae
4712,Miniopterus,robustior,Vespertilionidae
4713,Miniopterus,schreibersii,Vespertilionidae
4714,Miniopterus,tristis,Vespertilionidae
4715,Minopterus,macrocneme,Vespertilionidae
4716,Harpiocephalus,harpia,Vespertilionidae
4717,Harpiocephalus,mordax,Vespertilionidae
4718,Murina,tenebrosa,Vespertilionidae
4719,Murina,aenea,Vespertilionidae
4720,Murina,tubinaris,Vespertilionidae
4721,Murina,suilla,Vespertilionidae
4722,Murina,silvatica,Vespertilionidae
4723,Murina,ryukyuana,Vespertilionidae
4724,Murina,rozendaali,Vespertilionidae
4725,Murina,puta,Vespertilionidae
4726,Murina,leucogaster,Vespertilionidae
4727,Murina,huttoni,Vespertilionidae
4728,Murina,hilgendorfi,Vespertilionidae
4729,Murina,fusca,Vespertilionidae
4730,Murina,florium,Vespertilionidae
4731,Murina,aurata,Vespertilionidae
4732,Murina,ussuriensis,Vespertilionidae
4733,Murina,cyclotis,Vespertilionidae
4734,Murina,grisea,Vespertilionidae
4735,Kerivoula,lenis,Vespertilionidae
4736,Kerivoula,agnella,Vespertilionidae
4737,Kerivoula,argentata,Vespertilionidae
4738,Kerivoula,cuprosa,Vespertilionidae
4739,Kerivoula,eriophora,Vespertilionidae
